id_inmueble,fecha_publicacion,tipo_inmueble,ciudad,superficie_m2,habitaciones,banos,tiene_ascensor,certificacion_energetica,precio,estado_mercado,descripcion
12788,2023-02-26,Estudio,Barcelona,100,3.0,1,1,D,393064.0,Disponible,Espectacular estudio a pocos minutos del centro. No pierdas esta oportunidad.
6256,2023-03-11,Piso,Barcelona,73,4.0,2,Sí,A,192058.0,Reservado,Amplio piso en pleno centro. Ideal para inversión.
10411,2023-10-03,Dúplex,Barcelona,100,2.0,1,False,En trámite,226564.0,Reservado,Exclusivo dúplex con vistas despejadas. Mejor ver.
4968,2023-01-15,Chalet,Barcelona,107,2.0,1,0,F,293506.0,Reservado,Acogedor chalet en barrio consolidado. Ideal para inversión.
10696,2023-01-22,Dúplex,Barcelona,106,2.0,1,1,F,307817.0,Disponible,Magnífico dúplex en barrio consolidado. Ideal para inversión.
13437,2023-04-09,Piso,Barcelona,61,4.0,2,False,C,184576.0,Disponible,Luminoso piso en barrio consolidado. Listo para entrar a vivir.
7326,2023-04-08,Piso,Barcelona,154,3.0,1,No,F,598258.0,Reservado,Fantástico piso con vistas despejadas. Ideal familias.
4693,2023-05-31,Piso,Barcelona,103,3.0,3,True,B,216131.0,Vendido,Fantástico piso con orientación sur. Alta rentabilidad.
5569,2023-07-23,Dúplex,Barcelona,53,4.0,2,1,D,138127.0,Reservado,Acogedor dúplex con vistas despejadas. Alta rentabilidad.
11620,2023-12-04,Piso,Barcelona,83,2.0,1,1,A,206466.0,Vendido,Precioso piso a pocos minutos del centro. No pierdas esta oportunidad.
9198,2023-09-14,Estudio,Barcelona,83,3.0,1,0,E,210350.0,Disponible,Precioso estudio con orientación sur. Ideal para inversión.
10918,2023-07-23,Piso,Barcelona,103,2.0,1,No,F,348371.0,Reservado,Fantástico piso en zona residencial tranquila. Mejor ver.
1205,2023-02-11,Piso,Barcelona,133,2.0,1,0,G,492578.0,Disponible,Acogedor piso a pocos minutos del centro. Con excelentes calidades.
13593,2023-01-21,Ático,Barcelona,73,4.0,3,True,E,274864.0,Disponible,Fantástico ático cerca de transporte público. Listo para entrar a vivir.
14994,2023-10-13,Piso,Barcelona,105,4.0,2,1,B,242315.0,Vendido,Luminoso piso en pleno centro. Ideal para inversión.
17205,2023-12-08,Piso,Barcelona,104,4.0,2,1,A,304026.0,Reservado,Luminoso piso en pleno centro. Ideal para inversión.
11227,2023-07-02,Chalet,Barcelona,103,4.0,2,1,D,207861.0,Disponible,Magnífico chalet con vistas despejadas. Con excelentes calidades.
8201,2023-03-07,Piso,Barcelona,115,2.0,1,True,B,298739.0,Disponible,Espectacular piso en barrio consolidado. Ideal para inversión.
13872,2023-02-21,Piso,Barcelona,73,2.0,1,False,F,183058.0,Disponible,Amplio piso con vistas despejadas. Con excelentes calidades.
4651,2023-12-31,Piso,Barcelona,110,4.0,2,No,B,412923.0,Reservado,Amplio piso en barrio consolidado. Con excelentes calidades.
19667,2023-05-06,Piso,Barcelona,47,1.0,1,True,G,181136.0,Vendido,Exclusivo piso en zona residencial tranquila. Alta rentabilidad.
4876,2023-11-08,Chalet,Barcelona,67,4.0,1,0,A,237581.0,Disponible,Fantástico chalet en pleno centro. Listo para entrar a vivir.
8762,2023-03-02,Chalet,Barcelona,167,4.0,1,True,F,636037.0,Reservado,Espectacular chalet en zona residencial tranquila. Mejor ver.
5442,2023-03-05,Piso,Barcelona,75,2.0,1,Sí,E,261779.0,Reservado,Exclusivo piso con vistas despejadas. Con excelentes calidades.
18184,2023-07-07,Piso,Barcelona,61,3.0,3,1,E,242865.0,Reservado,Luminoso piso con orientación sur. Listo para entrar a vivir.
8319,2023-07-16,Ático,Barcelona,139,4.0,1,Sí,F,402425.0,Vendido,Precioso ático en pleno centro. Con excelentes calidades.
16266,2023-01-21,Dúplex,Barcelona,140,2.0,1,True,En trámite,541881.0,Disponible,Magnífico dúplex con orientación sur. No pierdas esta oportunidad.
3905,2023-04-02,Dúplex,Barcelona,122,4.0,1,No,C,439666.0,Disponible,Amplio dúplex en zona residencial tranquila. Alta rentabilidad.
12359,2023-04-13,Piso,Barcelona,30,1.0,1,1,B,72760.0,Vendido,Acogedor piso con orientación sur. Listo para entrar a vivir.
13936,2023-01-22,Piso,Barcelona,114,4.0,3,No,A,325802.0,Vendido,Espectacular piso cerca de transporte público. Mejor ver.
2242,2023-10-10,Piso,Barcelona,136,4.0,1,Sí,E,399378.0,Vendido,Espectacular piso con orientación sur. Ideal familias.
8207,2023-03-11,Piso,Barcelona,54,4.0,1,0,C,178531.0,Reservado,Luminoso piso en barrio consolidado. Mejor ver.
17431,2023-04-27,Ático,Barcelona,100,3.0,2,1,G,333048.0,Disponible,Magnífico ático cerca de transporte público. Ideal familias.
4314,2023-02-23,Ático,Barcelona,91,2.0,1,True,B,204767.0,Disponible,Precioso ático cerca de transporte público. No pierdas esta oportunidad.
16141,2023-05-23,Piso,Barcelona,55,2.0,1,1,E,177304.0,Reservado,Magnífico piso a pocos minutos del centro. Listo para entrar a vivir.
10774,2023-12-22,Piso,Barcelona,41,1.0,1,1,En trámite,146985.0,Vendido,Luminoso piso cerca de transporte público. Mejor ver. => URGE VENTA <=
9952,2023-07-31,Chalet,Barcelona,62,2.0,1,1,D,145436.0,Vendido,Acogedor chalet con orientación sur. Alta rentabilidad.
14201,2023-07-01,Piso,Barcelona,93,2.0,1,Sí,D,329079.0,Vendido,Magnífico piso en zona residencial tranquila. No pierdas esta oportunidad.
10333,2023-10-04,Piso,Barcelona,50,4.0,1,1,B,162749.0,Reservado,Amplio piso con vistas despejadas. Con excelentes calidades.
2616,2023-05-28,Piso,Barcelona,57,3.0,1,True,F,220420.0,Disponible,Precioso piso con orientación sur. Listo para entrar a vivir.
876,2023-10-09,Piso,Barcelona,84,4.0,1,No,F,292887.0,,Luminoso piso en zona residencial tranquila. Mejor ver.
9837,2023-12-31,Ático,Barcelona,125,3.0,3,True,E,305351.0,Vendido,Magnífico ático con orientación sur. Mejor ver.
6324,2023-05-18,Piso,Barcelona,62,2.0,1,0,B,246146.0,Vendido,Amplio piso en barrio consolidado. Mejor ver.
19190,2023-07-20,Chalet,Barcelona,86,3.0,2,No,E,280359.0,Reservado,Acogedor chalet en pleno centro. Con excelentes calidades.
14237,2023-12-04,Ático,Barcelona,68,2.0,1,True,A,177933.0,Vendido,Luminoso ático en zona residencial tranquila. Ideal para inversión.
6779,2023-08-30,Estudio,Barcelona,79,2.0,1,True,C,226499.0,Vendido,Acogedor estudio en barrio consolidado. Listo para entrar a vivir.
11889,2023-11-25,Piso,Barcelona,91,2.0,1,0,B,215564.0,Reservado,Precioso piso en zona residencial tranquila. No pierdas esta oportunidad.
12506,2023-09-20,Estudio,Barcelona,45,1.0,1,1,D,145335.0,Vendido,Fantástico estudio en pleno centro. Con excelentes calidades.
12259,2023-02-25,,Barcelona,152,4.0,1,0,F,401423.0,Reservado,Acogedor piso en barrio consolidado. No pierdas esta oportunidad.
11455,2023-05-05,Estudio,Barcelona,68,4.0,3,False,A,196084.0,Vendido,Exclusivo estudio con vistas despejadas. No pierdas esta oportunidad.
19565,2023-02-15,Piso,Barcelona,64,2.0,1,False,E,199029.0,Vendido,Fantástico piso con orientación sur. No pierdas esta oportunidad.
13071,2023-08-25,Piso,Barcelona,84,2.0,1,True,A,335031.0,Disponible,Luminoso piso en pleno centro. Mejor ver.
3926,2023-09-22,Piso,Barcelona,70,2.0,1,True,En trámite,223230.0,Disponible,Acogedor piso en zona residencial tranquila. Con excelentes calidades.
856,2023-11-27,Piso,Barcelona,71,3.0,2,1,D,149727.0,Reservado,Magnífico piso en zona residencial tranquila. Ideal familias.
5563,2023-05-29,Piso,Barcelona,98,2.0,1,0,G,247521.0,Vendido,Luminoso piso en zona residencial tranquila. Ideal familias.
8888,2024-01-01,Chalet,Barcelona,99,2.0,1,Sí,G,295832.0,Reservado,Amplio chalet en zona residencial tranquila. Alta rentabilidad.
1450,2023-04-17,Chalet,Barcelona,70,3.0,3,No,B,198179.0,Reservado,Exclusivo chalet en zona residencial tranquila. Ideal familias.
11454,2023-05-07,Piso,Barcelona,77,3.0,3,False,G,223776.0,Reservado,Fantástico piso con vistas despejadas. No pierdas esta oportunidad.
10265,2023-04-04,Dúplex,,108,2.0,1,False,D,304973.0,Vendido,Luminoso dúplex en barrio consolidado. Alta rentabilidad.
14958,2023-02-26,Dúplex,Barcelona,130,4.0,1,1,A,487242.0,Vendido,Exclusivo dúplex en barrio consolidado. Mejor ver.
7689,2023-08-04,Piso,Barcelona,82,2.0,1,False,G,285724.0,Vendido,Amplio piso en zona residencial tranquila. Ideal familias.
6304,2023-05-29,Dúplex,Barcelona,71,3.0,2,Sí,A,179266.0,Vendido,Espectacular dúplex con vistas despejadas. Ideal familias.
9909,2023-02-23,Piso,Barcelona,95,4.0,2,1,E,259223.0,Reservado,Fantástico piso en zona residencial tranquila. Alta rentabilidad.
9059,2023-06-23,Piso,Barcelona,70,2.0,1,0,C,150541.0,,Magnífico piso con orientación sur. Listo para entrar a vivir.
16596,2023-06-16,Piso,Barcelona,101,4.0,2,0,B,255499.0,Disponible,Acogedor piso cerca de transporte público. Ideal para inversión.
3743,2023-07-16,Dúplex,Barcelona,67,2.0,1,1,B,209118.0,Disponible,Magnífico dúplex con vistas despejadas. Con excelentes calidades.
16378,2023-06-25,Piso,Barcelona,82,2.0,1,No,En trámite,175064.0,Reservado,Precioso piso con vistas despejadas. Alta rentabilidad.
12350,2023-03-09,,,106,2.0,1,Sí,A,277844.0,Vendido,Exclusivo piso a pocos minutos del centro. Listo para entrar a vivir.
17579,2023-10-02,Piso,Barcelona,132,3.0,1,No,En trámite,455920.0,Disponible,Precioso piso con vistas despejadas. Ideal para inversión.
18392,2023-04-27,Estudio,Barcelona,177,2.0,1,1,B,534201.0,Vendido,Espectacular estudio en pleno centro. Alta rentabilidad.
8864,2023-09-25,Chalet,Barcelona,130,2.0,1,1,En trámite,272198.0,Vendido,Amplio chalet en pleno centro. Ideal para inversión.
11436,2023-07-17,Piso,Barcelona,86,3.0,1,1,D,305465.0,Reservado,Fantástico piso con vistas despejadas. Ideal familias.
14118,2023-09-06,,Barcelona,83,3.0,2,Sí,G,235249.0,Vendido,Amplio piso en barrio consolidado. Con excelentes calidades.
14292,2023-10-21,Piso,Barcelona,58,4.0,1,False,C,221564.0,Vendido,Exclusivo piso en barrio consolidado. Ideal familias.
878,2023-06-30,Chalet,Barcelona,94,3.0,3,True,C,207824.0,Vendido,Amplio chalet cerca de transporte público. No pierdas esta oportunidad.
10347,2023-01-01,Piso,Barcelona,79,3.0,2,True,E,203408.0,Vendido,Acogedor piso con orientación sur. Ideal para inversión.
18478,2023-07-16,Piso,Barcelona,67,2.0,1,False,E,140754.0,Reservado,Magnífico piso en pleno centro. Mejor ver.
10722,2023-03-14,Piso,Barcelona,80,4.0,1,True,E,167003.0,,Fantástico piso en barrio consolidado. Ideal familias.
2537,2023-12-15,Chalet,Barcelona,62,2.0,1,False,En trámite,147646.0,Reservado,Precioso chalet en pleno centro. Mejor ver.
1029,2023-11-03,,Barcelona,37,1.0,1,False,F,83906.0,Reservado,Precioso piso en pleno centro. No pierdas esta oportunidad.
8389,2023-04-15,Piso,Barcelona,69,2.0,1,True,B,197496.0,,Luminoso piso en zona residencial tranquila. Con excelentes calidades.
16241,2023-08-25,Piso,,95,2.0,1,0,D,259739.0,Reservado,Fantástico piso en zona residencial tranquila. Alta rentabilidad.
16237,2023-11-06,Piso,Barcelona,97,4.0,3,1,D,384260.0,Vendido,Acogedor piso cerca de transporte público. Alta rentabilidad.
10377,2023-09-16,Piso,Barcelona,100,4.0,3,Sí,G,389423.0,Vendido,Luminoso piso en zona residencial tranquila. Con excelentes calidades.
13861,2023-01-24,Piso,Barcelona,74,3.0,3,Sí,C,259350.0,Vendido,Fantástico piso con vistas despejadas. Con excelentes calidades.
3639,2023-05-26,Piso,Barcelona,59,4.0,2,False,C,232515.0,Vendido,Exclusivo piso con orientación sur. Ideal para inversión.
9303,2023-11-25,Dúplex,Barcelona,118,3.0,3,No,B,316819.0,Reservado,Precioso dúplex en zona residencial tranquila. Alta rentabilidad.
16257,2023-11-28,Chalet,,,,1,True,B,223537.0,Disponible,Exclusivo chalet en barrio consolidado. Ideal para inversión.
1150,2023-10-28,Ático,Barcelona,94,2.0,1,True,A,201636.0,Vendido,Fantástico ático con vistas despejadas. Listo para entrar a vivir.
9169,2023-03-23,Piso,Barcelona,112,3.0,1,1,A,585.0,Vendido,Acogedor piso con vistas despejadas. Mejor ver.
11327,2023-04-16,,Barcelona,63,4.0,3,False,A,150430.0,Reservado,Espectacular piso con orientación sur. No pierdas esta oportunidad.
11154,2023-07-20,Piso,Barcelona,125,4.0,3,No,A,476764.0,Disponible,Precioso piso con orientación sur. Alta rentabilidad.
5279,2023-01-21,Ático,Barcelona,128,2.0,1,0,A,325409.0,Reservado,Luminoso ático en pleno centro. Ideal para inversión.
638,2023-08-19,Piso,Barcelona,75,3.0,2,Sí,D,268714.0,Disponible,Fantástico piso cerca de transporte público. Ideal familias.
11626,2023-01-02,Piso,Barcelona,60,2.0,1,No,B,208433.0,Disponible,Acogedor piso cerca de transporte público. Alta rentabilidad.
6318,2023-01-26,Piso,Barcelona,76,3.0,2,True,En trámite,268727.0,Vendido,Espectacular piso en zona residencial tranquila. Listo para entrar a vivir.
17082,2023-12-15,Chalet,,37,1.0,1,1,A,135611.0,Reservado,Espectacular chalet en zona residencial tranquila. Con excelentes calidades.
697,2023-01-15,Piso,Barcelona,39,1.0,1,Sí,C,116621.0,Vendido,Precioso piso cerca de transporte público. Con excelentes calidades.
18985,2023-04-06,Chalet,Barcelona,121,3.0,3,1,En trámite,260116.0,Reservado,Precioso chalet en barrio consolidado. No pierdas esta oportunidad.
16054,2023-02-02,Dúplex,Barcelona,34,1.0,1,False,A,110985.0,Disponible,Precioso dúplex a pocos minutos del centro. Ideal para inversión.
14555,2023-09-11,Piso,Barcelona,94,2.0,1,1,F,322443.0,Disponible,Fantástico piso cerca de transporte público. Ideal para inversión.
14719,2023-05-31,Piso,Barcelona,110,4.0,1,0,En trámite,274278.0,Reservado,Fantástico piso en zona residencial tranquila. Ideal familias.
7538,2023-01-01,Piso,Barcelona,70,4.0,1,Sí,F,181993.0,,Exclusivo piso con vistas despejadas. Con excelentes calidades.
5988,2023-04-16,Ático,Barcelona,41,1.0,1,False,A,152545.0,Reservado,Precioso ático en pleno centro. Ideal familias.
16289,2023-05-16,Piso,Barcelona,149,2.0,1,False,B,338787.0,Disponible,Magnífico piso a pocos minutos del centro. Alta rentabilidad.
5054,2023-06-05,Piso,Barcelona,56,2.0,1,No,E,139852.0,,Fantástico piso cerca de transporte público. No pierdas esta oportunidad.
12133,2023-07-28,Piso,Barcelona,79,4.0,1,True,A,272578.0,Reservado,Magnífico piso cerca de transporte público. Mejor ver.
1255,2023-09-12,Chalet,Barcelona,147,4.0,2,1,E,484025.0,Reservado,Luminoso chalet en pleno centro. Ideal para inversión.
7730,2023-12-04,Piso,Barcelona,91,4.0,1,True,C,328462.0,Disponible,Precioso piso en pleno centro. Alta rentabilidad.
18617,2023-10-07,Piso,Barcelona,122,4.0,3,No,A,439305.0,Disponible,Exclusivo piso con vistas despejadas. Listo para entrar a vivir.
5474,2023-02-07,Chalet,Barcelona,45,1.0,1,No,C,157811.0,Vendido,Magnífico chalet con orientación sur. Mejor ver.
14023,2023-04-13,Piso,Barcelona,126,3.0,1,True,B,486239.0,Reservado,Precioso piso con vistas despejadas. Listo para entrar a vivir.
7086,2023-06-08,Piso,Barcelona,96,2.0,1,No,En trámite,220082.0,Reservado,Precioso piso en barrio consolidado. Listo para entrar a vivir.
5892,2023-05-22,Piso,Barcelona,121,3.0,1,False,F,448763.0,Vendido,Luminoso piso con orientación sur. No pierdas esta oportunidad.
2056,2023-02-04,,Barcelona,66,4.0,2,1,B,234543.0,Vendido,Luminoso chalet con orientación sur. No pierdas esta oportunidad.
2505,2023-04-08,Piso,Barcelona,38,1.0,1,0,C,83048.0,Reservado,Precioso piso en zona residencial tranquila. Alta rentabilidad.
13345,2023-02-17,Piso,Barcelona,118,2.0,1,0,D,239512.0,Reservado,Luminoso piso con vistas despejadas. No pierdas esta oportunidad.
3003,2023-08-24,Piso,Barcelona,90,2.0,1,False,En trámite,277475.0,Reservado,Precioso piso en pleno centro. Ideal familias.
14539,2023-11-29,Ático,Barcelona,53,4.0,1,0,B,106960.0,Reservado,Espectacular ático cerca de transporte público. No pierdas esta oportunidad.
7423,2023-06-20,Piso,Barcelona,58,4.0,2,No,A,218499.0,Reservado,Magnífico piso en pleno centro. Mejor ver.
10902,2023-03-12,Piso,Barcelona,108,2.0,1,0,En trámite,257477.0,,Magnífico piso con vistas despejadas. Ideal para inversión.
6688,2023-12-24,Piso,Barcelona,123,2.0,1,Sí,A,317338.0,,Acogedor piso con vistas despejadas. Listo para entrar a vivir.
15460,2023-04-20,Piso,Barcelona,122,2.0,1,0,En trámite,375713.0,Reservado,Exclusivo piso en barrio consolidado. Ideal para inversión.
6101,2023-02-20,Piso,Barcelona,30,1.0,1,Sí,G,65144.0,Vendido,Exclusivo piso con vistas despejadas. No pierdas esta oportunidad.
6539,2023-07-08,,Barcelona,115,4.0,2,Sí,F,446329.0,Disponible,Luminoso piso cerca de transporte público. No pierdas esta oportunidad.
13767,2023-02-20,Piso,Barcelona,30,1.0,1,True,G,62846.0,,Espectacular piso en barrio consolidado. Ideal familias.
5008,2023-01-28,Dúplex,Barcelona,118,2.0,1,True,E,442680.0,Reservado,Luminoso dúplex en barrio consolidado. Alta rentabilidad.
2958,2023-07-14,Ático,Barcelona,51,3.0,2,Sí,G,165543.0,Reservado,Magnífico ático en barrio consolidado. Ideal familias.
14373,2023-09-14,Dúplex,Barcelona,80,2.0,1,False,B,276732.0,Reservado,Fantástico dúplex con vistas despejadas. Con excelentes calidades.
9497,2023-01-19,Piso,Barcelona,141,4.0,3,1,En trámite,327072.0,Disponible,Magnífico piso en pleno centro. Alta rentabilidad.
13237,2023-08-12,Piso,Barcelona,69,2.0,1,0,G,166190.0,Reservado,Luminoso piso cerca de transporte público. Ideal para inversión.
5927,2023-05-31,Dúplex,Barcelona,36,1.0,1,True,En trámite,97813.0,Vendido,Acogedor dúplex a pocos minutos del centro. Con excelentes calidades.
4121,2023-05-24,Piso,Barcelona,42,1.0,1,0,F,96683.0,Vendido,Luminoso piso en pleno centro. Ideal para inversión.
10170,2023-09-04,Piso,Barcelona,95,4.0,3,True,B,198384.0,Disponible,Luminoso piso en zona residencial tranquila. Alta rentabilidad.
4279,2023-01-06,Piso,Barcelona,116,3.0,3,True,F,404679.0,Disponible,Magnífico piso cerca de transporte público. Ideal familias.
9220,2023-04-20,Piso,Barcelona,61,3.0,2,Sí,F,241326.0,Disponible,Espectacular piso a pocos minutos del centro. Listo para entrar a vivir.
1377,2023-06-17,Piso,,62,4.0,1,True,F,235421.0,Vendido,Magnífico piso en pleno centro. No pierdas esta oportunidad.
9263,2023-05-02,Chalet,Barcelona,59,2.0,1,0,B,120337.0,Disponible,Precioso chalet cerca de transporte público. Alta rentabilidad.
15984,2023-06-17,Chalet,Barcelona,57,3.0,3,Sí,C,118844.0,Disponible,Espectacular chalet en zona residencial tranquila. Mejor ver.
8391,2023-11-18,Chalet,Barcelona,53,4.0,2,False,En trámite,204501.0,Vendido,Magnífico chalet con orientación sur. Ideal para inversión.
2195,2023-05-14,Piso,Barcelona,98,2.0,1,0,B,264409.0,Reservado,Fantástico piso con vistas despejadas. Ideal familias.
11191,2023-07-11,Chalet,Barcelona,118,4.0,2,No,D,323588.0,,Precioso chalet en zona residencial tranquila. Con excelentes calidades.
4403,2023-12-08,Piso,Barcelona,123,3.0,1,1,En trámite,270209.0,Disponible,Amplio piso cerca de transporte público. No pierdas esta oportunidad.
17945,2023-03-15,Piso,Barcelona,67,4.0,2,0,E,221108.0,Vendido,Luminoso piso en pleno centro. Listo para entrar a vivir.
9864,2023-10-13,Dúplex,Barcelona,,,1,True,En trámite,116998.0,,Fantástico dúplex con vistas despejadas. No pierdas esta oportunidad.
16301,2023-06-01,Piso,Barcelona,113,3.0,2,No,D,288429.0,Reservado,Precioso piso a pocos minutos del centro. Ideal para inversión.
15380,2023-06-26,,Barcelona,113,4.0,2,Sí,A,446905.0,Disponible,Espectacular piso en pleno centro. Alta rentabilidad.
5769,2023-02-12,Piso,Barcelona,87,4.0,1,No,D,272017.0,Reservado,Espectacular piso en zona residencial tranquila. Con excelentes calidades.
12737,2023-10-23,Piso,Barcelona,68,3.0,2,1,B,147745.0,Vendido,Precioso piso cerca de transporte público. Con excelentes calidades.
12494,2023-07-25,Piso,Barcelona,93,3.0,3,False,C,283846.0,Disponible,Acogedor piso en barrio consolidado. Con excelentes calidades.
10386,2023-05-06,Piso,Barcelona,63,2.0,1,Sí,En trámite,156281.0,Disponible,Exclusivo piso a pocos minutos del centro. Listo para entrar a vivir.
6464,2023-03-21,Piso,Barcelona,70,2.0,1,True,E,189949.0,Disponible,Fantástico piso con vistas despejadas. Mejor ver.
14033,2023-10-18,Ático,Barcelona,89,3.0,2,0,F,325170.0,,Exclusivo ático en barrio consolidado. Listo para entrar a vivir.
5282,2023-11-02,Piso,Barcelona,133,3.0,2,True,G,474952.0,Reservado,Luminoso piso cerca de transporte público. Ideal familias.
3986,2023-10-25,Ático,Barcelona,62,2.0,1,Sí,F,223040.0,Reservado,Acogedor ático con vistas despejadas. Ideal familias. => URGE VENTA <=
14567,2023-09-30,Estudio,Barcelona,119,4.0,2,1,D,248292.0,Vendido,Acogedor estudio a pocos minutos del centro. Mejor ver.
19492,2023-08-17,Estudio,Barcelona,73,4.0,1,False,En trámite,285662.0,Disponible,Luminoso estudio en zona residencial tranquila. Ideal familias.
9804,2023-06-11,Chalet,Barcelona,83,4.0,1,No,D,273341.0,Disponible,Amplio chalet en pleno centro. Mejor ver.
18028,2023-06-12,,Barcelona,98,4.0,1,1,D,248749.0,Disponible,Precioso dúplex en pleno centro. Ideal familias.
7192,2023-08-07,Piso,Barcelona,128,4.0,1,0,F,368216.0,Reservado,Amplio piso cerca de transporte público. Ideal familias.
15760,2023-04-12,Piso,Barcelona,67,4.0,1,Sí,A,202453.0,Vendido,Fantástico piso con orientación sur. Ideal familias.
15233,2023-10-23,Ático,Barcelona,77,3.0,1,False,D,248335.0,Disponible,Espectacular ático en pleno centro. Ideal para inversión.
14869,2023-03-10,Piso,Barcelona,52,2.0,1,True,A,137062.0,Disponible,Espectacular piso en zona residencial tranquila. Ideal para inversión.
19065,2023-10-31,Piso,Barcelona,105,4.0,1,Sí,G,345307.0,Disponible,Amplio piso en barrio consolidado. Con excelentes calidades.
8211,2023-08-03,Piso,Barcelona,141,3.0,2,No,G,376627.0,Reservado,Espectacular piso con vistas despejadas. Alta rentabilidad.
15192,2023-07-20,Piso,Barcelona,49,1.0,1,0,A,121532.0,Vendido,Magnífico piso con vistas despejadas. Listo para entrar a vivir.
3759,2023-01-14,Piso,Barcelona,101,2.0,1,True,En trámite,211513.0,Disponible,Precioso piso a pocos minutos del centro. Alta rentabilidad.
9819,2023-01-11,Piso,Barcelona,101,2.0,1,Sí,A,303183.0,Disponible,Exclusivo piso en pleno centro. Alta rentabilidad.
5813,2023-10-14,Dúplex,Barcelona,103,4.0,1,0,C,256233.0,Disponible,Amplio dúplex cerca de transporte público. Ideal familias.
5289,2023-10-21,Piso,Barcelona,144,2.0,1,False,B,379367.0,Reservado,Precioso piso en zona residencial tranquila. Ideal para inversión.
8729,2023-06-25,Piso,Barcelona,68,2.0,1,True,G,166648.0,Vendido,Exclusivo piso en barrio consolidado. Con excelentes calidades.
13982,2023-01-26,Dúplex,Barcelona,45,1.0,1,True,E,115276.0,Reservado,Magnífico dúplex con vistas despejadas. Ideal para inversión.
15124,2023-11-06,Chalet,Barcelona,106,4.0,1,False,D,226432.0,Vendido,Precioso chalet con orientación sur. Con excelentes calidades.
11235,2023-07-19,Piso,Barcelona,79,2.0,1,No,C,174794.0,Reservado,Acogedor piso en pleno centro. Listo para entrar a vivir.
8657,2023-05-20,Piso,Barcelona,63,2.0,1,0,B,195718.0,Disponible,Precioso piso en pleno centro. Con excelentes calidades.
159,2023-05-31,Piso,Barcelona,89,3.0,1,No,G,344275.0,Vendido,Amplio piso cerca de transporte público. Ideal familias.
2453,2023-09-21,Piso,Barcelona,101,4.0,3,0,C,308140.0,Vendido,Exclusivo piso a pocos minutos del centro. Ideal para inversión.
8630,2023-07-05,Chalet,Barcelona,116,2.0,1,Sí,E,417312.0,Disponible,Luminoso chalet en zona residencial tranquila. Mejor ver.
8178,2023-07-12,Chalet,Barcelona,107,2.0,1,Sí,E,412702.0,Disponible,Magnífico chalet en barrio consolidado. No pierdas esta oportunidad.
13635,2023-07-08,Chalet,Barcelona,114,3.0,1,0,F,289642.0,Vendido,Magnífico chalet en pleno centro. No pierdas esta oportunidad.
19082,2023-10-27,Dúplex,Barcelona,65,4.0,2,No,B,218041.0,Reservado,Fantástico dúplex con orientación sur. Alta rentabilidad.
14813,2023-08-04,Piso,Barcelona,111,4.0,3,1,G,350139.0,Reservado,Luminoso piso con vistas despejadas. Mejor ver.
3284,2023-04-13,Ático,Barcelona,119,2.0,1,1,E,422921.0,Vendido,Amplio ático cerca de transporte público. Con excelentes calidades.
7763,2023-08-26,Piso,Barcelona,88,2.0,1,1,E,213388.0,Disponible,Magnífico piso con vistas despejadas. Ideal familias.
19687,2023-07-22,Piso,Barcelona,54,4.0,3,True,En trámite,207145.0,Reservado,Fantástico piso cerca de transporte público. Ideal familias.
7395,2023-06-09,Piso,Barcelona,54,3.0,1,False,D,212171.0,Vendido,Exclusivo piso en pleno centro. No pierdas esta oportunidad.
14816,2023-10-22,Piso,Barcelona,48,1.0,1,No,F,113901.0,Reservado,Espectacular piso en barrio consolidado. No pierdas esta oportunidad.
14206,2023-01-05,Chalet,Barcelona,81,4.0,3,0,A,201711.0,Reservado,Acogedor chalet con vistas despejadas. Con excelentes calidades.
5263,2023-03-03,Piso,Barcelona,101,2.0,1,1,A,242222.0,Disponible,Luminoso piso en pleno centro. Ideal familias.
18591,2023-10-19,,Barcelona,121,2.0,1,1,A,337933.0,Reservado,Exclusivo piso a pocos minutos del centro. Listo para entrar a vivir.
17401,2023-10-22,Chalet,Barcelona,64,4.0,3,False,E,223849.0,Reservado,Exclusivo chalet con vistas despejadas. Con excelentes calidades.
2571,2023-01-22,Piso,Barcelona,30,1.0,1,No,A,,Reservado,Acogedor piso cerca de transporte público. Ideal para inversión.
134,2023-01-25,Piso,Barcelona,64,3.0,2,False,D,215923.0,Vendido,Acogedor piso con orientación sur. Ideal familias.
11164,2023-04-02,Dúplex,Barcelona,129,3.0,2,Sí,D,267458.0,Disponible,Magnífico dúplex en barrio consolidado. Alta rentabilidad.
3809,2023-08-05,Piso,Barcelona,111,3.0,1,True,B,432187.0,Vendido,Exclusivo piso a pocos minutos del centro. No pierdas esta oportunidad.
14482,2023-11-05,Piso,,77,3.0,3,True,A,289140.0,Reservado,Amplio piso con vistas despejadas. Listo para entrar a vivir.
7098,2023-08-23,Piso,Barcelona,91,2.0,1,0,F,255920.0,Disponible,Luminoso piso cerca de transporte público. Con excelentes calidades.
1669,2023-01-24,Piso,Barcelona,78,3.0,1,1,C,233556.0,Disponible,Magnífico piso en zona residencial tranquila. Con excelentes calidades.
4763,2023-11-21,Dúplex,Barcelona,61,2.0,1,True,En trámite,165423.0,Reservado,Acogedor dúplex en barrio consolidado. Ideal familias.
18517,2023-11-02,Chalet,Barcelona,44,1.0,1,False,A,160580.0,Disponible,Acogedor chalet en pleno centro. Mejor ver.
